Date,Property,Unit,Category,Amount,Paid?,Vendor,Notes
2025-06-14,Parkdale Walk-Up,Unit 3,Electrical,649.69,Yes,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2025-06-04,Danforth Triplex,Lower,Appliance,218.80,Y,Riverdale Appliance Repair,Stove element replaced
2025-06-12,Parkdale Walk-Up,Unit 5,Plumbing,344.79,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2025-06-22,Parkdale Walk-Up,Unit 9,Snow Removal,287.47,Y,Snowline Property Services  ,Walkway and steps cleared
2025-06-22,Parkdale Walk-Up,Unit 5,plumbing,292.13,Y,Beaches Plumbing Co.,Fixed running toilet
20/06/2025,Leslieville Fourplex,Unit 4,Pest Control,172.19,Y,Queen West Pest Control,Follow-up treatment
22/06/2025,East York Low-Rise,Unit 117,Plumbing,207.83,Y,Beaches Plumbing Co.,Cleared bathroom drain
2025-06-22,Junction Six-Plex,Unit 5,Landscaping,280.02,Y,Greenwood Cleaning,Lawn cut and edging
2025-06-17,East York Low-Rise,Unit 108,Electrical,$312.34,Y,Leslieville Electric Ltd,Swapped hallway light fixture
06/06/2025,Parkdale Walk-Up,Unit 9,Appliance,431.39,Y,Riverdale Appliance Repair,Stove element replaced
2025-06-27,Junction Six-Plex,Unit 4,Plumbing,282.60,Y,Beaches Plumbing Co.,Cleared bathroom drain
2025-06-20,East York Low-Rise,Unit 115,PLUMBING,218.84,Y,Beaches Plumbing Co.,Fixed running toilet
2025-06-20,East York Low-Rise,Unit 115,PLUMBING,218.84,Y,Beaches Plumbing Co.,Fixed running toilet
2025-06-13,East York Low-Rise,Unit 104,Electrical,643.33,TRUE,Leslieville Electric Ltd,Swapped hallway light fixture
2025-06-15,Junction Six-Plex,Unit 3,LANDSCAPING,310.17,Yes,Greenwood Cleaning,Lawn cut and edging
2025/06/08,EAST YORK LOW-RISE,Unit 106,Cleaning,183.98,Yes,Greenwood Cleaning,Turnover clean
2025-06-17,Leslieville Fourplex,Unit 2,Electrical,250.18,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2025-06-01,Parkdale Walk-Up,Unit 4,Electrical,362.66,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2025-06-27,East York Low-Rise,Unit 112,pest control,155.94,Y,Queen West Pest Control,"Mice treatment, basement"
2025-06-19,Leslieville Fourplex,Unit 3,Appliance,263.48,TRUE,Riverdale Appliance Repair,Stove element replaced
2025-06-27, East York Low-Rise ,Unit 118,appliance,193.31,Y,Riverdale Appliance Repair,Dryer belt replaced
2025-07-03,Danforth Triplex,Main,Rent,2315,yes,,
2025-07-03,Danforth Triplex,Upper,Rent,2585,Y,,
2025/07/05,Danforth Triplex,Lower,Rent,1777.00,Y,,
2025-07-01,Leslieville Fourplex,Unit 1,Rent,2046,TRUE,,
2025-07-05,Leslieville Fourplex,Unit 2,Rent,2100,Y,,
"Jul 2, 2025",Leslieville Fourplex,Unit 3,Rent,2208.00,Yes,,
2025-07-02,Leslieville Fourplex,Unit 4,Rent,2423.00,Y,,
03/07/2025,Parkdale Walk-Up,Unit 1,Rent,1669,TRUE,,
2025-07-01,Parkdale Walk-Up,Unit 2,Rent,1718,Yes,,
2025-07-01,Parkdale Walk-Up,Unit 3,Rent,1766.00,Y,,
2025-07-01,Parkdale Walk-Up,Unit 4,Rent,1815,Y,,
2025-07-05,Parkdale Walk-Up,Unit 5,Rent,"$1,863.00",Y,,
2025-07-03,Parkdale Walk-Up,Unit 6,Rent,1911,Yes,,
2025-07-05,Parkdale Walk-Up,Unit 7,Rent,1960,Y,,
05/07/2025,Parkdale Walk-Up,Unit 8,Rent,2008,N,,
2025-07-05,Parkdale Walk-Up,Unit 9,Rent,2057,Y,,
01/07/2025,Parkdale Walk-Up,Unit 10,Rent,2105,Yes,,
2025-07-05,Parkdale Walk-Up,Unit 11,Rent,2154.00,Y,,
"Jul 1, 2025",Parkdale Walk-Up,Unit 12,Rent,2202.00,Y,,
2025-07-01,Junction Six-Plex,Unit 2,Rent,1938.00,Yes,,
"Jul 1, 2025",Junction Six-Plex,Unit 3,Rent,1992.00,Y,,
"Jul 3, 2025",Junction Six-Plex,Unit 4,rent,"$2,046.00",TRUE,,
2025-07-01,Junction Six-Plex,Unit 5,Rent,2154.00,Y,,
2025-07-01, Junction Six-Plex ,Unit 6,Rent,"$2,261.00",yes,,
2025-07-01,East York Low-Rise,Unit 101,Rent,1992,yes,,
2025-07-01,East York Low-Rise,Unit 102,Rent,"$2,025.00",yes,,
2025-07-03,East York Low-Rise,Unit 103,Rent,2057.00,yes,,
"Jul 3, 2025",East York Low-Rise,Unit 105,Rent,2121,Yes,,
03/07/2025,East York Low-Rise,Unit 106,Rent,2154,yes,,
2025-07-01,East York Low-Rise,Unit 107,Rent,1992.00,Y,,
2025-07-03,East York Low-Rise,Unit 108,Rent,"$2,025.00",Y,,
"Jul 1, 2025",East York Low-Rise,Unit 109,Rent,2057,Y,,
2025-07-02,East York Low-Rise,Unit 110,Rent,2089,Yes,,
2025-07-05,East York Low-Rise,Unit 111,Rent,2121.00,Yes,,
2025-07-02,East York Low-Rise,Unit 112,Rent,2154.00,Y,,
2025-07-05,East York Low-Rise,Unit 113,Rent,n/a,Y,,
2025-07-01,East York Low-Rise,Unit 114,Rent,2025.00,Y,,
2025-07-03,east york low-rise,Unit 115,Rent,2057.00,Y,,
2025-07-01,East York Low-Rise,Unit 116,Rent,2089.00,Yes,,
2025-07-01,East York Low-Rise,Unit 117,Rent,2121.00,Y,,
2025-07-01,East York Low-Rise,Unit 118,Rent,2154,Y,,
2025-07-23,East York Low-Rise,Unit 116,Cleaning,148.73,Y,Greenwood Cleaning,Turnover clean
2025-07-13,Leslieville Fourplex,Unit 3,Electrical,157.65,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2025-07-09,East York Low-Rise,Unit 102,Appliance,141.45,Y,Riverdale Appliance Repair,Dryer belt replaced
"Jul 17, 2025",Junction Six-Plex,Unit 2,Cleaning,213.24,Y,Greenwood Cleaning,Turnover clean
25/07/2025,Leslieville Fourplex,Unit 3,Plumbing,411.31,Y,Beaches Plumbing Co.,Fixed running toilet
2025-07-20,East York Low-Rise,Unit 110,PEST CONTROL,363.30,Y,Queen West Pest Control,Follow-up treatment
2025-07-20,Danforth Triplex,Lower,COOLING,294.15,Y,Don Valley HVAC,Window unit replaced
"Jul 18, 2025",Danforth Triplex,Lower,Landscaping,256.18,Y,Greenwood Cleaning,Lawn cut and edging
2025/07/30,Leslieville Fourplex,Unit 2,Appliance,182.95,Y,Riverdale Appliance Repair,Dryer belt replaced  
2025-07-22,Leslieville Fourplex,Unit 2,Plumbing,299.58,Y,Beaches Plumbing Co.,Fixed running toilet
2025-07-23,Junction Six-Plex,Unit 4,Pest Control,279.30,N,Queen West Pest Control,"Mice treatment, basement"
19/07/2025,Danforth Triplex,Main,Appliance,192.68,Yes,Riverdale Appliance Repair,Fridge not cooling
2025-07-27,East York Low-Rise,Unit 108,ELECTRICAL,$206.82,N,Leslieville Electric Ltd,Replaced GFCI outlet
 15/07/2025,Junction Six-Plex,Unit 6,Appliance,393.10,Y,Riverdale Appliance Repair,Dryer belt replaced
2025-07-15,East York Low-Rise,Unit 107,Heating,599.85,yes,Don Valley HVAC,Bled radiators
2025-07-04,East York Low-Rise,Unit 110,Cooling,$280.89,Y,Don Valley HVAC,Window unit replaced
2025-07-18,Junction Six-Plex,Common area,Appliance,127.43,Y,Riverdale Appliance Repair,Dryer belt replaced
2025-07-17,Junction Six-Plex,Unit 5,Landscaping,354.56,yes,Greenwood Cleaning,Leaf cleanup
2025-07-19,Parkdale Walk-Up,Unit 5,Pest Control,289.03,Y,Queen West Pest Control,"Mice treatment, basement"
2025-07-08,East York Low-Rise,Unit 111,Cleaning,251.01,Yes,Greenwood Cleaning,Turnover clean
"Jul 6, 2025",Junction Six-Plex,Unit 3,electrical,390.79,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2025-07-05,Parkdale Walk-Up,Unit 3,Heating,$592.40,Y,Don Valley HVAC,Boiler pressure reset
25/07/2025,Leslieville Fourplex,Unit 4,Cleaning,$122.40,yes,Greenwood Cleaning,Turnover clean
2025-07-12,Leslieville Fourplex,Common area,Landscaping,$237.15,Y,Greenwood Cleaning,Lawn cut and edging
2025-07-21,Parkdale Walk-Up,Unit 4,Cooling,488.32,Y,Don Valley HVAC,"AC not cooling, recharged"
2025-07-28,Parkdale Walk-Up,Unit 7,Electrical,345.66,Y,Leslieville Electric Ltd,Swapped hallway light fixture
20/07/2025,Parkdale Walk-Up,Unit 1,Electrical,388.60,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
28/07/2025,Junction Six-Plex,Unit 3,Appliance,463.20,yes,Riverdale Appliance Repair,Dryer belt replaced
23/07/2025,Junction Six-Plex,Unit 1,Plumbing,300.33,Y, Beaches Plumbing Co.,Cleared bathroom drain
 2025-07-26,Parkdale Walk-Up,Unit 9,Landscaping,-,Y,Greenwood Cleaning,Lawn cut and edging
06/07/2025,Parkdale Walk-Up,Unit 12,Landscaping,329.29,no,Greenwood Cleaning,Leaf cleanup
2025/07/23,Leslieville Fourplex,Common area,Heating,446.75,Yes, Don Valley HVAC,Furnace service
2025-07-28,Junction Six-Plex,Unit 5,Snow Removal,229.95,Yes,Snowline Property Services,Walkway and steps cleared
28/07/2025,Junction Six-Plex,Unit 5,Pest Control,277.19,Yes,Queen West Pest Control,"Mice treatment, basement"
02/07/2025,parkdale walk-up,Common area,Cooling,$356.20,Y,Don Valley HVAC," AC not cooling, recharged"
2025-07-10,Junction Six-Plex,Unit 1,Plumbing,540.22,Y,Beaches Plumbing Co.,Fixed running toilet
2025-07-25,Parkdale Walk-Up,Unit 6,Appliance,134.03,Y,Riverdale Appliance Repair,Dryer belt replaced
2025-07-22,Leslieville Fourplex,Unit 4,Pest Control,342.22,Y,Queen West Pest Control,Follow-up treatment
2025-07-10,Junction Six-Plex,Common area,plumbing,339.73,Y,Beaches Plumbing Co.,Replaced shut-off valve
2025-07-29,Leslieville Fourplex,Common area,Pest Control,-316.77,Y,Queen West Pest Control,"Mice treatment, basement"
26/07/2025,Parkdale Walk-Up,Unit 1,APPLIANCE,310.19,TRUE,Riverdale Appliance Repair,Stove element replaced
2025-07-12,Leslieville Fourplex,Unit 4,Cleaning,125.64,no,Greenwood Cleaning,Common area clean
2025-07-02,Parkdale Walk-Up,Unit 1,Cleaning,255.53,yes,Greenwood Cleaning  ,Common area clean
2025/07/17,Parkdale Walk-Up,Unit 8,Plumbing,259.61,Y,Beaches Plumbing Co.,Cleared bathroom drain
2025-07-10,East York Low-Rise,Unit 115,Electrical,356.35,Y,Leslieville Electric Ltd,Swapped hallway light fixture  
"Jul 21, 2025",Leslieville Fourplex,Unit 3,Pest Control,318.97,Y,Queen West Pest Control,"Mice treatment, basement"
2025-07-08,Leslieville Fourplex,Unit 1,ELECTRICAL,286.77,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2025-07-30,East York Low-Rise,Common area,Electrical,442.04,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
01/07/2025,Junction Six-Plex,Unit 2,Pest Control,236.05,Yes,Queen West Pest Control,Follow-up treatment
2025-07-30,East York Low-Rise,Unit 104,Appliance,228.15,Y,Riverdale Appliance Repair,Fridge not cooling
2025-07-14,East York Low-Rise,Unit 115,Pest Control,262.27,N,Queen West Pest Control,Follow-up treatment
2025-07-02,Junction Six-Plex,Unit 1,Electrical,137.07,N,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2025-08-01,Danforth Triplex,Main,Rent,2315.00,Y,,
01/08/2025,Danforth Triplex,Upper,Rent,2585.00,Yes,,
2025-08-01,Danforth Triplex,Lower,Rent,1777.00,Y,,
2025-08-01,Leslieville Fourplex,Unit 1,Rent,2046.00,Y,,
"Aug 1, 2025",Leslieville Fourplex,Unit 2,Rent,2100,Y,,
2025-08-03,Leslieville Fourplex,Unit 3,Rent,2208.00,N,,
2025-08-01,Leslieville Fourplex,Unit 4, Rent ,2423,yes,,
2025-08-01,Parkdale Walk-Up,Unit 1,Rent,1669.00,N,,
2025-08-05,Parkdale Walk-Up,Unit 2,Rent,1718,Yes,,
2025-08-01,parkdale walk-up,Unit 3,Rent,1766,Y,,
2025-08-02,Parkdale Walk-Up,Unit 4,Rent,1815,Y,,
2025-08-01,Parkdale Walk-Up,Unit 5,Rent,1863,Y,,
2025-08-05,Parkdale Walk-Up,Unit 6,Rent,1911.00,N,,
2025-08-05,PARKDALE WALK-UP,Unit 7,Rent,1960,Y,,
2025-08-01, Parkdale Walk-Up ,Unit 8,Rent,2008,Yes,,
2025-08-02,Parkdale Walk-Up,Unit 9,Rent,2057.00,Y,,
"Aug 5, 2025",Parkdale Walk-Up,Unit 10,Rent,2105.00,N,,
01/08/2025,Parkdale Walk-Up,Unit 11,Rent,2154.00,Yes,,
 2025-08-01,Parkdale Walk-Up,Unit 12,Rent,2202.00,Y,,
2025-08-01,junction six-plex,Unit 1,Rent,1885,Yes,,
2025-08-01  ,Junction Six-Plex,Unit 2,Rent,1938.00,Y,,
2025-08-01,Junction Six-Plex,Unit 3,Rent,1992,Y,,
2025-08-01,Junction Six-Plex,Unit 4,Rent,2046.00,Y,,
05/08/2025,junction six-plex,Unit 5,Rent,2154.00,Yes,,
"Aug 1, 2025",Junction Six-Plex,Unit 6,Rent,2261,yes,,
"Aug 1, 2025",East York Low-Rise,Unit 101,Rent,1992,Y,,
2025-08-03,East York Low-Rise,Unit 102,Rent,2025.00,Y,,
2025-08-01,East York Low-Rise,Unit 103,Rent,2057,Y,,
01/08/2025,East York Low-Rise,Unit 104,Rent,2089.00,Y,,
01/08/2025,East York Low-Rise,Unit 105,Rent,2121,Y,,
2025-08-05,East York Low-Rise,Unit 106,Rent,2154,Y,,
2025-08-01,East York Low-Rise,Unit 107,Rent,1992,Y,,
2025-08-01,EAST YORK LOW-RISE,Unit 109,Rent,2057,TRUE,,
2025-08-03,East York Low-Rise,Unit 110,Rent,"$2,089.00",Y,,
2025-08-01,East York Low-Rise,Unit 111,Rent,2121,N,,
2025/08/01,East York Low-Rise,Unit 113,Rent,1992.00,Y,,
01/08/2025,East York Low-Rise,Unit 114,Rent,2025.00,Yes,,
2025/08/02,East York Low-Rise,Unit 115,Rent,2057,Y,,
01/08/2025,East York Low-Rise,Unit 116,Rent,2089,Y,,
2025-08-05,East York Low-Rise,Unit 117,Rent,2121.00,Y,,
2025-08-03, East York Low-Rise ,Unit 118,Rent,2154.00,N,,
2025-08-25,Parkdale Walk-Up,Unit 7,Cleaning,177.62,Y,Greenwood Cleaning,Common area clean
2025-08-26,East York Low-Rise,Unit 116,pest control,274.76,Y,Queen West Pest Control,"Mice treatment, basement"
2025-08-27,Parkdale Walk-Up,Unit 2,Plumbing,292.58,yes,Beaches Plumbing Co.,Fixed running toilet
2025-08-21,East York Low-Rise,Unit 106,Cooling,245.83,Yes,Don Valley HVAC,Window unit replaced
2025-08-05,Danforth Triplex,Main,Plumbing,211.84,FALSE,Beaches Plumbing Co.,Fixed running toilet
2025-08-17,Leslieville Fourplex,Unit 2,Electrical,664.21,yes,Leslieville Electric Ltd  ,Replaced GFCI outlet
2025-08-18,Junction Six-Plex,Unit 6,Cooling,133.38,Y,Don Valley HVAC,Window unit replaced
29/08/2025,Leslieville Fourplex,Common area,Pest Control,184.74,No,Queen West Pest Control,Follow-up treatment
2025-08-16, Danforth Triplex ,Upper,Electrical,288.22,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2025/08/26,East York Low-Rise,Unit 113,Pest Control,305.89,Y,Queen West Pest Control,"Mice treatment, basement"
2025-08-17,Leslieville Fourplex,Common area,electrical,457.04,Y,Leslieville Electric Ltd,Swapped hallway light fixture
01/08/2025,Danforth Triplex,Lower,Plumbing,329.47,Y,Beaches Plumbing Co.,Cleared bathroom drain
2025-08-09,Parkdale Walk-Up,Unit 6,Cooling,$334.91,yes,Don Valley HVAC,Window unit replaced
2025-08-19,Danforth Triplex,Upper,Landscaping,425.03,Y,Greenwood Cleaning,Lawn cut and edging
2025-08-16,Parkdale Walk-Up,Unit 12,Snow Removal,161.78,Y,Snowline Property Services,Walkway and steps cleared
"Aug 27, 2025",East York Low-Rise,Unit 112,Plumbing,308.79,Y,Beaches Plumbing Co.,Cleared bathroom drain
2025-08-08,Parkdale Walk-Up,Unit 2,Plumbing,190.68,Yes,Beaches Plumbing Co.,Cleared bathroom drain
2025-08-11,Leslieville Fourplex,Unit 2,PLUMBING,627.90,Y,Beaches Plumbing Co.,Cleared bathroom drain
2025-08-11,Junction Six-Plex,Unit 5,Plumbing,261.03,Yes,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
05/08/2025,Leslieville Fourplex,Unit 2,Electrical,502.76,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2025-08-12, Junction Six-Plex ,Common area,Cooling,417.05,Y,Don Valley HVAC,"AC not cooling, recharged"
"Aug 1, 2025",Parkdale Walk-Up,Unit 4,Plumbing,n/a,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2025-08-27,Danforth Triplex,Common area,Plumbing,390.83,Yes,Beaches Plumbing Co.,Cleared bathroom drain
 2025-08-10,Junction Six-Plex,Common area,Snow Removal,251.25,N,Snowline Property Services,Salted front steps
2025-08-12,Leslieville Fourplex,Unit 3,Cleaning,124.34,Y,Greenwood Cleaning,Turnover clean
17/08/2025,Leslieville Fourplex,Common area,Cleaning,195.38,Y,Greenwood Cleaning,Common area clean
2025-08-19,Leslieville Fourplex,Unit 2,Cooling,443.36,Y,Don Valley HVAC,Window unit replaced
2025-08-28,Junction Six-Plex,Unit 4,Appliance,332.52,Y,Riverdale Appliance Repair,Fridge not cooling
2025-08-22,Danforth Triplex,Common area,Cooling,347.89,Y,Don Valley HVAC,Window unit replaced
2025-08-07,Junction Six-Plex,Unit 4,Electrical,294.04,Yes,Leslieville Electric Ltd,Swapped hallway light fixture
2025-08-15,Danforth Triplex,Common area,Plumbing,335.30,FALSE,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
"Aug 12, 2025",East York Low-Rise,Unit 102,Heating,477.55,Y,Don Valley HVAC,Furnace service  
2025-08-14,Parkdale Walk-Up,Unit 4,Cleaning,150.97,Y,Greenwood Cleaning,Common area clean
2025-08-21,Parkdale Walk-Up,Unit 4,Plumbing,346.91,Y,Beaches Plumbing Co.,Fixed running toilet
2025-08-10,Danforth Triplex,Main,Snow Removal,185.54,Y,Snowline Property Services,Salted front steps
2025-08-27,Junction Six-Plex,Unit 3,Pest Control,321.15,Yes,Queen West Pest Control,"Mice treatment, basement"
2025-08-12,East York Low-Rise,Unit 108,Snow Removal,207.54,N,Snowline Property Services,Walkway and steps cleared
2025-08-23,East York Low-Rise,Unit 112,Plumbing,445.04,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2025-08-11,East York Low-Rise,Unit 118,Cleaning,164.50,Y,Greenwood Cleaning,Turnover clean
"Aug 11, 2025",Danforth Triplex,Upper,Cooling,473.85,Y,Don Valley HVAC," AC not cooling, recharged"
 2025-08-05,Parkdale Walk-Up,Unit 7,Pest Control,259.84,Y,Queen West Pest Control,Follow-up treatment
2025-08-25,junction six-plex,Unit 6,PEST CONTROL,202.63,Y,Queen West Pest Control,Follow-up treatment
"Aug 29, 2025",Junction Six-Plex,Unit 5,Appliance,$188.43,yes,Riverdale Appliance Repair,Fridge not cooling
2025-08-22,Parkdale Walk-Up,Unit 12,Heating,450.74,Y,Don Valley HVAC,Boiler pressure reset
2025-08-04,Parkdale Walk-Up,Unit 5,Pest Control,329.42,N,Queen West Pest Control,"Mice treatment, basement"
2025-08-23,Danforth Triplex,Lower,Pest Control,377.20,Y,Queen West Pest Control,Follow-up treatment
2025-08-19,Junction Six-Plex,Unit 4,Pest Control,262.72,N,Queen West Pest Control,Follow-up treatment
2025-08-19,Leslieville Fourplex,Unit 4,Landscaping,118.35,yes,Greenwood Cleaning,Lawn cut and edging  
"Aug 12, 2025",Leslieville Fourplex,Unit 2,Appliance,157.83,Y,Riverdale Appliance Repair,Stove element replaced
2025-08-17,Leslieville Fourplex,Unit 1,Cooling,270.37,N,Don Valley HVAC,"AC not cooling, recharged"
2025-08-08,Parkdale Walk-Up,Unit 9,Landscaping,206.30,Y,Greenwood Cleaning,Leaf cleanup
01/08/2025,East York Low-Rise,Unit 103,Plumbing,430.42,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2025-08-22,Leslieville Fourplex,Unit 3,Landscaping,228.41,Y,Greenwood Cleaning,Lawn cut and edging
"Aug 12, 2025",Danforth Triplex,Upper,Electrical,368.91,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2025-08-25,East York Low-Rise,Unit 101,Pest Control,85.92,Y,Queen West Pest Control,"Mice treatment, basement"
03/09/2025,Danforth Triplex,Main,Rent,2315.00,Y,,
2025-09-01,DANFORTH TRIPLEX,Upper,Rent,2585.00,Y,,
2025-09-02,Danforth Triplex,Lower,Rent,1777,N,,
2025-09-01,Leslieville Fourplex,Unit 1,Rent,2046.00,TRUE,,
03/09/2025,Leslieville Fourplex,Unit 2,Rent,2100,Yes,,
2025-09-02, Leslieville Fourplex ,Unit 3,Rent,2208.00,Y,,
2025-09-01,Leslieville Fourplex,Unit 4,Rent,2423,Y,,
05/09/2025,Parkdale Walk-Up,Unit 1,Rent,"$1,669.00",Y,,
2025-09-01,Parkdale Walk-Up,Unit 2,Rent,1718.00,Yes,,
"Sep 1, 2025",Parkdale Walk-Up,Unit 3,Rent,1766.00,Y,,
2025-09-03,Parkdale Walk-Up,Unit 4,Rent,1815,Yes,,
"Sep 1, 2025",parkdale walk-up,Unit 5,rent,1863.00,N,,
"Sep 1, 2025",Parkdale Walk-Up,Unit 6,Rent,1911.00,Y,,
2025-09-02,Parkdale Walk-Up,Unit 7,Rent,1960,Y,,
01/09/2025,PARKDALE WALK-UP,Unit 8,Rent,2008.00,N,,
"Sep 5, 2025",Parkdale Walk-Up,Unit 9,Rent,"$2,057.00",yes,,
01/09/2025,Parkdale Walk-Up,Unit 10,Rent,2105.00,Yes,,
03/09/2025,Parkdale Walk-Up,Unit 11,Rent,2154.00,Y,,
2025-09-02,Parkdale Walk-Up,Unit 12,Rent,2202,Y,,
2025-09-02,Junction Six-Plex,Unit 1,Rent,1885.00,Y,,
2025-09-01,Junction Six-Plex,Unit 2,Rent,1938.00,Y,,
2025-09-01,Junction Six-Plex,Unit 3,Rent,"$1,992.00",Y,,
2025-09-01,Junction Six-Plex,Unit 4,RENT,2046,Y,,
05/09/2025,Junction Six-Plex,Unit 5,Rent,2154.00,Y,,
01/09/2025,Junction Six-Plex,Unit 6,Rent,2261.00,Y,,
01/09/2025,East York Low-Rise,Unit 101,Rent,1992.00,Y,,
2025-09-03,East York Low-Rise,Unit 102,Rent,2025.00,Y,,
"Sep 5, 2025",East York Low-Rise,Unit 103,Rent,2057.00,N,,
01/09/2025,East York Low-Rise,Unit 104,Rent,2089.00,Y,,
02/09/2025,East York Low-Rise,Unit 105,Rent,2121.00,Y,,
 03/09/2025,East York Low-Rise,Unit 106,Rent,2154.00,TRUE,,
2027-08-13,East York Low-Rise,Unit 107,Rent,"$1,992.00",yes,,
2025-09-01,East York Low-Rise,Unit 109,Rent,2057,Y,,
2025-09-05  ,East York Low-Rise,Unit 110,Rent,2089,Y,,
2025-09-01,East York Low-Rise,Unit 111,Rent,2121,Y,,
2025-09-01,East York Low-Rise,Unit 112,Rent,2154.00,Y,,
2025-09-01,East York Low-Rise,Unit 112,Rent,2154.00,Y,,
2025-09-01,East York Low-Rise,Unit 113,Rent,1992.00,Y,,
"Sep 1, 2025",East York Low-Rise,Unit 114,Rent,2025.00,Y,,
2025-09-03,East York Low-Rise,Unit 115,Rent,2057.00,Y,,
2025-09-01,East York Low-Rise,Unit 116, Rent ,2089,Y,,
2025-09-01,East York Low-Rise,Unit 117,Rent,2121,Y,,
02/09/2025,East York Low-Rise,Unit 118,Rent,2154.00,Y,,
2025-09-14,danforth triplex,Lower,Heating,684.67,Yes,Don Valley HVAC,Furnace service
2025-09-03,East York Low-Rise,Unit 109,Plumbing,246.50,Y,Beaches Plumbing Co.,Replaced shut-off valve
2025-09-11,Parkdale Walk-Up,Unit 11,Pest Control,328.66,Yes,Queen West Pest Control,Follow-up treatment
2025-09-11,Danforth Triplex,Lower,Appliance,223.70,Y,Riverdale Appliance Repair,Stove element replaced
2025-09-22,Leslieville Fourplex,Unit 2,Appliance,$278.39,Y,Riverdale Appliance Repair,Dryer belt replaced
2025-09-11,PARKDALE WALK-UP,Unit 8,electrical,168.23,Y, Leslieville Electric Ltd,Replaced GFCI outlet
 09/09/2025,Leslieville Fourplex,Unit 4,Landscaping,229.25,Y,Greenwood Cleaning,Lawn cut and edging
2025-09-30,Leslieville Fourplex,Unit 3,Landscaping,195.69,N,Greenwood Cleaning,Leaf cleanup
2025/09/07,Leslieville Fourplex,Unit 1,Cleaning,161.82,Y,Greenwood Cleaning,Common area clean
2025-09-16,East York Low-Rise,Unit 107,Landscaping,321.57,Y,Greenwood Cleaning,Lawn cut and edging
2025-09-20,Junction Six-Plex,Unit 1,Landscaping,193.71,Yes,Greenwood Cleaning,Leaf cleanup
09/09/2025,Parkdale Walk-Up,Unit 9,electrical,457.79,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2025-09-11,Leslieville Fourplex,Unit 3,Cleaning,-110.06,Y,Greenwood Cleaning  ,Common area clean
"Sep 25, 2025",junction six-plex,Unit 5,Pest Control,376.87,Yes,Queen West Pest Control,"Mice treatment, basement"
2025-09-03,Leslieville Fourplex,Unit 2,Electrical,$234.74,N,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
"Sep 1, 2025",Danforth Triplex,Upper,Electrical,409.99,Y,Leslieville Electric Ltd,Swapped hallway light fixture
